amount,volume,timestamp,side,symbol,Class
96471.14453552205,2.1741998261970914,2026-06-01 00:00:33,b,XBTUSD,0
97411.27245605159,3.5719720446626626,2026-06-01 00:00:34,b,XBTUSD,1
96389.5781750145,2.8169595111590056,2026-06-01 00:00:35,s,XBTUSD,0
97104.43179750237,1.4874287066711964,2026-06-01 00:00:36,b,XBTUSD,0
96020.16493806012,2.593227157384714,2026-06-01 00:00:37,s,XBTUSD,0
96335.90697555078,2.169106767615806,2026-06-01 00:00:38,s,XBTUSD,0
97098.43061793456,2.926216667398112,2026-06-01 00:00:39,s,XBTUSD,0
97369.2332899977,2.10373963078365,2026-06-01 00:00:40,s,XBTUSD,0
97085.68414059498,2.4426317792665504,2026-06-01 00:00:41,s,XBTUSD,0
96942.17585880587,2.7524936394902286,2026-06-01 00:00:42,s,XBTUSD,0
96849.44815220535,2.932877597085061,2026-06-01 00:00:43,b,XBTUSD,0
96260.73900481629,1.8998517964721118,2026-06-01 00:00:44,b,XBTUSD,0
96640.07789580265,2.332749382079526,2026-06-01 00:00:45,s,XBTUSD,0
96769.68061452011,2.2625273444195217,2026-06-01 00:00:46,s,XBTUSD,0
97528.56111310946,2.173335383713144,2026-06-01 00:00:47,b,XBTUSD,1
97171.80914478423,3.382727120140548,2026-06-01 00:00:48,s,XBTUSD,1
96118.47992231863,2.7024908554804776,2026-06-01 00:00:49,s,XBTUSD,0
97162.0419846974,1.8695580228324773,2026-06-01 00:00:50,b,XBTUSD,0
96807.45885979185,2.958930973527388,2026-06-01 00:00:51,s,XBTUSD,0
96661.53899984702,3.5610780985063166,2026-06-01 00:00:52,s,XBTUSD,1
97305.83814442043,3.0162326302755735,2026-06-01 00:00:53,s,XBTUSD,0
97515.49976124798,1.7403150170229933,2026-06-01 00:00:54,b,XBTUSD,1
97465.64005955809,2.2578829635668742,2026-06-01 00:00:55,b,XBTUSD,1
96580.39123838868,3.1334555745933113,2026-06-01 00:00:56,b,XBTUSD,1
96845.3938120744,2.1461652671906095,2026-06-01 00:00:57,s,XBTUSD,0
97165.63171570178,2.721909714073114,2026-06-01 00:00:58,s,XBTUSD,0
97487.77256356119,2.887317026714668,2026-06-01 00:00:59,b,XBTUSD,1
96760.41288107735,2.0365347642109586,2026-06-01 00:01:00,s,XBTUSD,0
96907.1705116681,2.4702373219691,2026-06-01 00:01:01,s,XBTUSD,0
96446.83251299699,0.8793663299654637,2026-06-01 00:01:02,s,XBTUSD,0
96401.89668795967,1.9878061793328552,2026-06-01 00:01:03,s,XBTUSD,0
97406.2629111971,2.37371592430342,2026-06-01 00:01:04,s,XBTUSD,0
97678.1200142854,1.8761084090175753,2026-06-01 00:01:05,b,XBTUSD,1
96963.99493920984,3.3162056519658174,2026-06-01 00:01:06,s,XBTUSD,1
97501.76644894601,1.7849293110196838,2026-06-01 00:01:07,b,XBTUSD,1
97180.81801252381,2.2799777566515083,2026-06-01 00:01:08,s,XBTUSD,0
96677.44012269744,2.5653702886430456,2026-06-01 00:01:09,b,XBTUSD,0
97180.6978027542,3.220636644533058,2026-06-01 00:01:10,s,XBTUSD,1
97769.01828323299,1.7820689244102803,2026-06-01 00:01:11,b,XBTUSD,1
96982.08698044502,3.08158187607748,2026-06-01 00:01:12,s,XBTUSD,1
97782.321827907,2.5051165305097935,2026-06-01 00:01:13,b,XBTUSD,1
95690.12744795512,2.0092456744760243,2026-06-01 00:01:14,s,XBTUSD,0
97410.95125218762,2.731051737131635,2026-06-01 00:01:15,b,XBTUSD,0
97043.52353411909,2.599529847786735,2026-06-01 00:01:16,s,XBTUSD,0
96850.49632476707,2.1998915614206025,2026-06-01 00:01:17,b,XBTUSD,0
97045.88038826775,2.5349010424950094,2026-06-01 00:01:18,b,XBTUSD,0
96006.21554269956,2.30734320156912,2026-06-01 00:01:19,s,XBTUSD,0
96890.16405608124,2.556758672625624,2026-06-01 00:01:20,s,XBTUSD,0
97178.55628575587,2.8310653372605232,2026-06-01 00:01:21,b,XBTUSD,0
97738.94702237076,3.293008408072676,2026-06-01 00:01:22,s,XBTUSD,1
96740.86489086317,1.8810922505865755,2026-06-01 00:01:23,b,XBTUSD,0
96595.7531985534,3.566516687328133,2026-06-01 00:01:24,b,XBTUSD,1
96749.12147820773,1.523956100238749,2026-06-01 00:01:25,b,XBTUSD,0
97457.70105885103,2.4241074524822084,2026-06-01 00:01:26,s,XBTUSD,1
97164.37555482984,2.7941586032422885,2026-06-01 00:01:27,b,XBTUSD,0
96735.11989811648,2.6404959338675162,2026-06-01 00:01:28,b,XBTUSD,0
97256.63371655668,2.188650240089703,2026-06-01 00:01:29,s,XBTUSD,0
97048.53877467402,2.3959388748213626,2026-06-01 00:01:30,s,XBTUSD,0
97484.32249526645,2.253499532670584,2026-06-01 00:01:31,s,XBTUSD,1
96648.97345306132,2.205317621527894,2026-06-01 00:01:32,s,XBTUSD,0
96836.16892670111,2.9248010485105125,2026-06-01 00:01:33,b,XBTUSD,0
96803.94592343392,2.6785077429825237,2026-06-01 00:01:34,b,XBTUSD,0
96268.24252593394,2.153545202369673,2026-06-01 00:01:35,b,XBTUSD,0
97148.0601385323,2.9497999377166253,2026-06-01 00:01:36,b,XBTUSD,0
97130.52763608994,2.6536497604383045,2026-06-01 00:01:37,s,XBTUSD,0
97002.55672832123,2.90643105941948,2026-06-01 00:01:38,b,XBTUSD,0
96882.70643331243,2.814814420961806,2026-06-01 00:01:39,b,XBTUSD,0
96292.3146289748,2.085502494538964,2026-06-01 00:01:40,s,XBTUSD,0
96789.67733861732,2.2199094799015153,2026-06-01 00:01:41,b,XBTUSD,0
96828.64274173662,2.873646802561631,2026-06-01 00:01:42,b,XBTUSD,0
96598.8613653892,2.8051851327167325,2026-06-01 00:01:43,b,XBTUSD,0
96919.35714416699,2.489549203017926,2026-06-01 00:01:44,b,XBTUSD,0
97202.02542840727,2.558663691654391,2026-06-01 00:01:45,b,XBTUSD,0
97943.09295060526,3.1388324478942122,2026-06-01 00:01:46,b,XBTUSD,1
97087.28890641592,2.204214305582085,2026-06-01 00:01:47,s,XBTUSD,0
97128.77519536138,2.773548690585019,2026-06-01 00:01:48,s,XBTUSD,0
96962.77704211691,2.398903673783053,2026-06-01 00:01:49,b,XBTUSD,0
96040.61439235049,2.3911593983863897,2026-06-01 00:01:50,b,XBTUSD,0
96986.74306227539,3.049388425993595,2026-06-01 00:01:51,s,XBTUSD,1
97030.11510497051,2.912708174494015,2026-06-01 00:01:52,b,XBTUSD,0
98231.62105624264,2.9067548180003193,2026-06-01 00:01:53,b,XBTUSD,1
96903.81951760945,3.1527394035771645,2026-06-01 00:01:54,b,XBTUSD,1
97150.77367116681,2.5105019208163797,2026-06-01 00:01:55,s,XBTUSD,0
96982.64411514738,2.8409764856474817,2026-06-01 00:01:56,b,XBTUSD,0
96415.66098119023,2.344866621703272,2026-06-01 00:01:57,s,XBTUSD,0
97571.41140725752,2.662083176244221,2026-06-01 00:01:58,b,XBTUSD,1
97375.96651634338,2.4349284728161575,2026-06-01 00:01:59,s,XBTUSD,0
97395.51597352153,2.548497982496359,2026-06-01 00:02:00,s,XBTUSD,0
96545.30627260263,2.7975785127184567,2026-06-01 00:02:01,b,XBTUSD,0
97701.39715546805,2.0908896583832637,2026-06-01 00:02:02,s,XBTUSD,1
96299.07446860385,3.5461936378427303,2026-06-01 00:02:03,b,XBTUSD,1
97293.42854690013,1.996991309250149,2026-06-01 00:02:04,s,XBTUSD,0
98095.227812905,1.892905693606134,2026-06-01 00:02:05,b,XBTUSD,1
96504.73183743465,3.079055436750034,2026-06-01 00:02:06,b,XBTUSD,1
96716.85113519861,2.895831346981468,2026-06-01 00:02:07,s,XBTUSD,0
97049.82568254381,2.8120599085260776,2026-06-01 00:02:08,b,XBTUSD,0
96748.2621729419,2.81417275463214,2026-06-01 00:02:09,b,XBTUSD,0
96224.66828446693,2.4938766135765427,2026-06-01 00:02:10,s,XBTUSD,0
97034.28148740302,2.051372814257084,2026-06-01 00:02:11,b,XBTUSD,0
96468.84814313694,2.5379022790968633,2026-06-01 00:02:12,b,XBTUSD,0
97236.79621531759,2.1614191442439443,2026-06-01 00:02:13,s,XBTUSD,0
96540.2878828831,2.9875598667088754,2026-06-01 00:02:14,s,XBTUSD,0
97774.96720250876,2.4264713092489307,2026-06-01 00:02:15,b,XBTUSD,1
96608.37335383188,2.0872514016037442,2026-06-01 00:02:16,b,XBTUSD,0
96838.96924189717,2.339307079173503,2026-06-01 00:02:17,s,XBTUSD,0
97406.75860868483,2.7064657271378123,2026-06-01 00:02:18,s,XBTUSD,0
96384.56784178302,2.2181377235980126,2026-06-01 00:02:19,b,XBTUSD,0
97113.72996730206,2.088889802216784,2026-06-01 00:02:20,s,XBTUSD,0
97653.57137714121,2.621843605745956,2026-06-01 00:02:21,b,XBTUSD,1
96196.25838271939,2.6224832855543614,2026-06-01 00:02:22,b,XBTUSD,0
97092.31692926615,2.246528412314435,2026-06-01 00:02:23,b,XBTUSD,0
97129.94139712422,2.2644808471908386,2026-06-01 00:02:24,b,XBTUSD,0
97390.91143588866,2.616024968678818,2026-06-01 00:02:25,b,XBTUSD,0
96381.52464456095,1.7759578292513378,2026-06-01 00:02:26,s,XBTUSD,0
96339.77169345786,1.7962681128117224,2026-06-01 00:02:27,s,XBTUSD,0
97260.97078280845,2.140777889373782,2026-06-01 00:02:28,s,XBTUSD,0
97148.49233661659,2.3932764241440765,2026-06-01 00:02:29,s,XBTUSD,0
97125.24642517294,2.655453782799002,2026-06-01 00:02:30,b,XBTUSD,0
97173.22410474849,3.237678108474776,2026-06-01 00:02:31,b,XBTUSD,1
96659.98763921075,2.92882981160101,2026-06-01 00:02:32,b,XBTUSD,0
97116.1268485805,2.4200307350182864,2026-06-01 00:02:33,b,XBTUSD,0
97146.53623664934,2.4904918960486557,2026-06-01 00:02:34,s,XBTUSD,0
96642.82429098681,1.9987353176810956,2026-06-01 00:02:35,b,XBTUSD,0
97932.88725557238,2.490743432003805,2026-06-01 00:02:36,b,XBTUSD,1
97236.91646045589,2.355670680539931,2026-06-01 00:02:37,s,XBTUSD,0
96404.34825139868,2.661359280169045,2026-06-01 00:02:38,s,XBTUSD,0
97328.27680431692,2.0863845282238387,2026-06-01 00:02:39,s,XBTUSD,0
96512.65916488634,2.759673257120586,2026-06-01 00:02:40,s,XBTUSD,0
97393.54230187123,3.266369456501289,2026-06-01 00:02:41,b,XBTUSD,1
97579.2977895037,2.445619925771571,2026-06-01 00:02:42,b,XBTUSD,1
96589.65884082415,2.7008558610494706,2026-06-01 00:02:43,s,XBTUSD,0
97481.68806462215,2.845071995855556,2026-06-01 00:02:44,b,XBTUSD,1
97206.39046346825,2.2993897640570817,2026-06-01 00:02:45,b,XBTUSD,0
97411.03007999725,2.6120462409052085,2026-06-01 00:02:46,b,XBTUSD,0
97948.39649132697,2.5062962003908975,2026-06-01 00:02:47,s,XBTUSD,1
96877.30594199857,2.548838049274416,2026-06-01 00:02:48,b,XBTUSD,0
96623.13191782126,2.1134951080722666,2026-06-01 00:02:49,s,XBTUSD,0
96555.24278518723,2.5122550871294713,2026-06-01 00:02:50,b,XBTUSD,0
96592.09485751728,2.748999145622725,2026-06-01 00:02:51,b,XBTUSD,0
96961.44914529295,3.225571803897521,2026-06-01 00:02:52,b,XBTUSD,1
97170.57598740832,2.9796354130426033,2026-06-01 00:02:53,s,XBTUSD,0
97138.345399665,3.5765912287557784,2026-06-01 00:02:54,b,XBTUSD,1
97413.59162451801,2.116326218555975,2026-06-01 00:02:55,s,XBTUSD,0
97006.50094593895,2.936160318360339,2026-06-01 00:02:56,s,XBTUSD,0
97726.76703857866,2.591671002869176,2026-06-01 00:02:57,s,XBTUSD,1
96867.67158338102,3.594901466608836,2026-06-01 00:02:58,b,XBTUSD,1
98360.08458329481,2.095850857322424,2026-06-01 00:02:59,b,XBTUSD,1
97312.8336738825,2.080139078909612,2026-06-01 00:03:00,b,XBTUSD,0
96571.42122179185,2.200303677277989,2026-06-01 00:03:01,b,XBTUSD,0
96464.55375096944,1.4380521378450966,2026-06-01 00:03:02,s,XBTUSD,0
97241.2362076216,2.2371224891596193,2026-06-01 00:03:03,s,XBTUSD,0
96888.26860733707,2.120433669223151,2026-06-01 00:03:04,s,XBTUSD,0
97357.00024704605,2.575196893238104,2026-06-01 00:03:05,b,XBTUSD,0
97236.61881228678,2.6708779878885798,2026-06-01 00:03:06,s,XBTUSD,0
96963.58554367156,3.438085419607943,2026-06-01 00:03:07,b,XBTUSD,1
96576.6031409658,2.975211919093025,2026-06-01 00:03:08,s,XBTUSD,0
96242.57638765707,2.2115481721687984,2026-06-01 00:03:09,b,XBTUSD,0
96776.74252396649,2.050792664325821,2026-06-01 00:03:10,b,XBTUSD,0
97428.19939716173,2.745959585753253,2026-06-01 00:03:11,s,XBTUSD,0
97107.0468720651,1.8398833964896788,2026-06-01 00:03:12,s,XBTUSD,0
96377.130610644,3.415729382927177,2026-06-01 00:03:13,s,XBTUSD,1
97086.5904629256,3.0897200603606434,2026-06-01 00:03:14,s,XBTUSD,1
97192.65868986442,2.265412173947648,2026-06-01 00:03:15,b,XBTUSD,0
96558.07128189944,1.6434327354545613,2026-06-01 00:03:16,s,XBTUSD,0
97076.86255297276,3.176936187082706,2026-06-01 00:03:17,s,XBTUSD,1
97029.104359223,2.442730077373691,2026-06-01 00:03:18,s,XBTUSD,0
96428.51485108469,3.118908155986731,2026-06-01 00:03:19,b,XBTUSD,1
