Class,amount_scaled,volume_scaled,hour,minute,is_sell
0,1.0018675913584132,-0.1729521602915827,19,15,0
0,1.0002681691373316,-0.17446681187633092,19,15,1
0,1.0018675913584132,-0.17255178138393204,19,15,0
0,1.0018675913584132,-0.15395048940161113,19,15,0
0,1.0018675913584132,-0.16463364102628036,19,16,0
0,1.0002681691373316,-0.1727047586202421,19,16,1
0,1.0018675913584132,-0.17066297096463362,19,16,0
0,1.0018675913584132,0.02593722831411685,19,16,0
0,1.0002681691373316,-0.17447179851600034,19,16,1
0,1.0018675913584132,-0.16756755460468134,19,16,0
0,1.0002681691373316,-0.1689338938741006,19,16,1
0,1.0018675913584132,-0.17146533737337663,19,16,0
0,1.0018675913584132,-0.1737571004498325,19,16,0
0,1.0018675913584132,-0.16906965916058395,19,16,0
0,1.0002681691373316,-0.1700841990442933,19,16,1
0,1.0018675913584132,-0.16990065853259007,19,16,0
0,1.0018675913584132,-0.1290336987076503,19,16,0
0,1.0018675913584132,-0.1494131298804775,19,16,0
0,1.0002681691373316,-0.1721755313779076,19,16,1
0,1.0018675913584132,-0.16964971795567765,19,17,0
0,1.0018675913584132,-0.1734072313762527,19,17,0
0,1.0018675913584132,-0.16828112665543998,19,17,0
0,1.0018675913584132,-0.16491916636219034,19,17,0
0,1.0002681691373316,-0.17342669535689784,19,17,1
0,1.0018675913584132,-0.17267918198451834,19,17,0
0,1.0018675913584132,-0.16962462389798644,19,17,0
0,1.0002681691373316,-0.17167606311424538,19,17,1
